CODE,MFR,MODEL,TYPE,HORSEPOWER,THRUST
13023,CFM INTL,CFM56-5B9/P,5,0,23300
13024,CFM INTL,CFM56-5B9/2P,5,0,23300
13025,CFM INTL,CFM56-5C2,5,0,31200
13026,CFM INTL,CFM56-5C2/4,5,0,31200
13027,CFM INTL,CFM56-5C2/F,5,0,31200
13028,CFM INTL,CFM56-5C2/F4,5,0,31200
13029,CFM INTL,CFM56-5C2/G,5,0,31200
13030,CFM INTL,CFM56-5C2/G4,5,0,31200
13031,CFM INTL,CFM56-5C2/P,5,0,31200
13032,CFM INTL,CFM56-5C3/F,5,0,32500
13033,CFM INTL,CFM56-5C3/F4,5,0,32500
13034,CFM INTL,CFM56-5C3/G,5,0,32500
13035,CFM INTL,CFM56-5C3/G4,5,0,32500
13036,CFM INTL,CFM56-5C3/P,5,0,32500
13037,CFM INTL,CFM56-5C4,5,0,34000
13038,CFM INTL,CFM56-5C4/P,5,0,34000
13039,CFM INTL,CFM56-5C4/1,5,0,34000
13040,CFM INTL,CFM56-5C4/1P,5,0,34000
13041,CFM INTL,CFM56-7B18,5,0,19500
13042,CFM INTL,CFM56-7B20,5,0,20600
13043,CFM INTL,CFM56-7B22,5,0,22700
13044,CFM INTL,CFM56-7B24,5,0,24200
13045,CFM INTL,CFM56-7B26,5,0,26300
13046,CFM INTL,CFM56-7B27,5,0,27300
13047,CFM INTL,CFM56-7B20/2,5,0,20600
13048,CFM INTL,CFM56-7B22/2,5,0,22700
13049,CFM INTL,CFM56-7B24/2,5,0,24200
13050,CFM INTL,CFM56-7B26/2,5,0,26300
13051,CFM INTL,CFM56-7B27/2,5,0,27300
13052,CFM INTL,CFM56-7B26/B1,5,0,26300
13053,CFM INTL,CFM56-7B27/B1,5,0,27300
13054,CFM INTL,CFM56-7B27/B3,5,0,27300
13055,CFM INTL,CFM56-7B22/B1,5,0,22700
13056,CFM INTL,CFM56-7B24/B1,5,0,24200
13057,CFM INTL,CFM56-7B22/B2,5,0,22700
13058,CFM INTL,CFM56-7B26/B2,5,0,26300
13059,CFM INTL,CFM56-2,5,0,24000
13060,CFM INTL,CFM56-2B,5,0,22000
13061,CFM INTL,CFM56-2A,5,0,24000
13062,CFM INTL,CFM56-3,5,0,20100
13063,CFM INTL,CFM56-3B,5,0,22100
13064,CFM INTL,CFM56-3C,5,0,23515
13065,CFM INTL,CFM56-5,5,0,25000
13066,CFM INTL,CFM56-5-A1/F,5,0,25000
13067,CFM INTL,CFM56-5A3,5,0,26500
13068,CFM INTL,CFM56-5A4,5,0,22000
13069,CFM INTL,CFM56-5A4/F,5,0,22000
13070,CFM INTL,CFM56-5A5,5,0,23500
13071,CFM INTL,CFM56-5A5/F,5,0,23500
13072,CFM INTL,CFV56-7B,5,0,20600
13073,CFM INTL,CFM56-7B26/3,5,0,25900
13074,CFM INTL,CFM56-7B24/3,5,0,22800
13075,CFM INTL,CFS56-5B3,5,0,26500
13076,CFM INTL,CFM56-7B27A,5,0,27300
13077,CFM INTL,CFM56-3C1,5,0,23515
13078,CFM INTL,CFM56-7B27E,5,0,27300
13079,CFM INTL,CFM56-7B27AE,5,0,27300
13080,CFM INTL,CFM56-7B22/3,5,0,20700
13081,CFM INTL,CFM56-5B6/3,5,0,23500
13089,CFM INTL,CFM56-7B27383,5,0,27300
13090,CFM INTL,CFM56-5B4/3,5,0,27000
13099,CFM INTL,CFM56-7B26E,5,0,26300
13100,CFM INTL,CFM56-7B27E/F,5,0,27300
13101,CFM INTL,CFM56-5B3/3,5,0,32000
13105,CFM INTL,CFM56-7B/3,5,0,27300
13110,CFM INTL,LEAP-1A26,5,0,27120
13115,CFM INTL,LEAP-1A33,5,0,32160
13120,CFM INTL,LEAP-1B28 SER,5,0,29317
13124,CFM INTL,LEAP-1B28B,5,0,29317
13128,CFM INTL,LEAP-1B27 SER,5,0,26786
13134,CFM INTL,LEAP-1B25,5,0,26786
13135,CFM INTL,LEAP-1A35A,5,0,32160
13163,CFM INTL,CFM56-3B-1,5,0,22100
13165,CFM INTL,CFM56-3B2,5,0,24000
13170,CFM INTL,CFM56-5A,5,0,25000
13800,CFM INTL,CFM56-7B27E/B,5,0,27300
13802,CFM INTL.,CFM56 SERIES,5,2200,0
13803,CFM INTL.,CFM56-7B,5,0,20000
13804,CFM INTL,CFM56-7B24E,5,0,24200
13805,CFM INTL,CFM56-7B27/3,5,0,27300
13806,CFM INTL.,CFM56-5B9/3,5,0,23300
13807,CFM INTL,CFM56-7B27EB3,5,0,27300
13808,CFM INTL,CFM56-5B7/3,5,0,27000
13900,CHOTIA,ALL MDLS A/B,1,0,0
13950,CHEVROLET,LS3,8,430,0
13951,CHEVROLET,LS7,8,505,0
13952,CHEVROLET,LZ0,8,305,0
13975,CKT AERO E,CKT-240TD,1,240,0
14001,CLERGET,ROTARY,1,130,0
14302,CIRRUS,MARK III,1,100,0
14501,COMET,7RA,1,130,0
14502,COMET,7E,1,165,0
14700,COMPACT RA,MZ202,7,60,0
14701,COMPACT RA,MZ35,7,28,0
14702,COMPACT RA,MZ201,7,45,0
16187,ROLLS ROYC,C90-14,1,95,0
16503,CONT AVN,CJ69-1025,4,103,0
16800,C F E CO,CFE 738-1-1B,5,0,5918
16900,COLVIN,O-520-EXP,1,300,0
17001,CONT MOTOR,A40 SERIES,1,40,0
17002,CONT MOTOR,A50 SERIES,1,50,0
17003,CONT MOTOR,A&C65 SERIES,1,65,0
17004,CONT MOTOR,A70 SERIES,1,165,0
17005,CONT MOTOR,A&C75 SERIES,1,75,0
17006,CONT MOTOR,A80 SERIES,1,80,0
17007,CONT MOTOR,A100,1,100,0
17008,CONT MOTOR,C85 SERIES,1,85,0
17009,CONT MOTOR,C90 SERIES,1,95,0
17010,CONT MOTOR,PC60-6,1,90,0
17011,CONT MOTOR,C125 SERIES,1,125,0
17012,CONT MOTOR,C145 SERIES,1,145,0
17013,CONT MOTOR,E165 SERIES,1,165,0
17014,CONT MOTOR,E185 SERIES,1,205,0
17015,CONT MOTOR,E225 SERIES,1,225,0
17016,CONT MOTOR,R670-SERIES,1,225,0
17017,CONT MOTOR,R9A,1,525,0
17018,CONT MOTOR,W670 SERIES,1,250,0
17019,CONT MOTOR,TSIO-360 SER,1,225,0
17020,CONT MOTOR,0-200 SERIES,1,100,0
17021,CONT MOTOR,IO-200,1,115,0
17022,CONT MOTOR,0-300 SER,1,145,0
17023,CONT MOTOR,TSIO-360 SER,1,450,0
17024,CONT MOTOR,GO-300 SERIES,1,175,0
17025,CONT MOTOR,IO-360 SER,1,300,0
17026,CONT MOTOR,O-470 SERIES,1,230,0
17027,CONT MOTOR,I0-470 SERIES,1,260,0
17028,CONT MOTOR,FSO-470 SER,1,260,0
17029,CONT MOTOR,TSI0-470-B,1,260,0
17030,CONT MOTOR,FSO-526,1,270,0
17031,CONT MOTOR,GTSI0-520-F-K,1,435,0
17032,CONT MOTOR,IO 520 SERIES,1,285,0
17033,CONT MOTOR,IO-346 SERIES,1,165,0
17034,CONT MOTOR,GIO-470SERIES,1,310,0
17035,CONT MOTOR,GTSIO-520-C,1,340,0
17036,CONT MOTOR,TIO 541 SERIE,1,380,0
17037,CONT MOTOR,R-975 SER,1,550,0
17038,CONT MOTOR,6-285-A,1,285,0
17039,CONT MOTOR,GTSIO-520 SER,2,435,0
17040,CONT MOTOR,TSIO-520 SER,1,300,0
17041,CONT MOTOR,6-320 SERIES,1,300,0
17042,CONT MOTOR,IO-550 SERIES,1,300,0
17043,CONT MOTOR,TSIO-550 SER,1,280,0
17044,CONT MOTOR,IO-470 SER,1,260,0
17045,CONT MOTOR,IO-360,8,210,0
17046,CONT MOTOR,GTSIO-520 SER,1,300,0
17047,CONT MOTOR,TSIO-470 SER,1,260,0
17048,CONT MOTOR,GTSIO-520-H,1,375,0
17050,CONT MOTOR,TP500,1,350,0
17051,CONT MOTOR,IO-540 SER,1,380,0
17060,TCM CONT,TSIO 520 SER,1,350,0
17061,CONT MOTOR,TSIO-520-UB,1,300,0
17062,CONT MOTOR,GIO-244,1,244,0
17063,CONT MOTOR,IO-240 SER,1,128,0
17070,CONT MOTOR,TSIO-360 GB,1,210,0
17071,CONT MOTOR,O 470R,1,230,0
17072,CONT MOTOR,C75-8,1,75,0
17073,CONT MOTOR,6-320-B,1,320,0
17074,CONT MOTOR,6-620-A,1,260,0
17075,CONT MOTOR,GIO-470-A,1,310,0
17076,CONT MOTOR,T6-320-A,1,320,0
17077,CONT MOTOR,A75-3,1,75,0
17078,CONT MOTOR,A75-6,1,75,0
17079,CONT MOTOR,A75-8,1,75,0
17080,CONT MOTOR,A75-9,1,75,0
17081,CONT MOTOR,C-115-1,1,125,0
17082,CONT MOTOR,C-115-2,1,125,0
17083,CONT MOTOR,C-125-1,1,125,0
17084,CONT MOTOR,C-125-2,1,125,0
17085,CONT MOTOR,A-100-1,1,100,0
17086,CONT MOTOR,A-100-2,1,100,0
17087,CONT MOTOR,A-50-1,1,50,0
17088,CONT MOTOR,A-50-2,1,50,0
17089,CONT MOTOR,A-50-3,1,50,0
17090,CONT MOTOR,A-50-4,1,50,0
17091,CONT MOTOR,A-50-5,1,50,0
17092,CONT MOTOR,A-50-6,1,50,0
17093,CONT MOTOR,A-50-7,1,50,0
17094,CONT MOTOR,A-50-8,1,50,0
17095,CONT MOTOR,A-50-9,1,50,0
17096,CONT MOTOR,GTSIO-520-D,1,375,0
17097,CONT MOTOR,GTSIO-520-E,1,375,0
17098,CONT MOTOR,GTSIO-520-F,1,435,0
17099,CONT MOTOR,GTSIO-520-K,1,435,0
17100,CONT MOTOR,GTSIO-520-L,1,375,0
17101,CONT MOTOR,GTSIO-520-M,1,375,0
17102,CONT MOTOR,GTSIO-520-N,1,375,0
17103,CONT MOTOR,C75-8F,1,75,0
17104,CONT MOTOR,C75-8FH,1,75,0
17105,CONT MOTOR,C75-8FHJ,1,75,0
17106,CONT MOTOR,C75-8FJ,1,75,0
17107,CONT MOTOR,C75-8J,1,75,0
17108,CONT MOTOR,C75-12,1,75,0
17109,CONT MOTOR,C75-12F,1,75,0
17110,CONT MOTOR,C75-12FH,1,75,0
17111,CONT MOTOR,C75-12FHJ,1,75,0
17112,CONT MOTOR,C75-12FJ,1,75,0
17113,CONT MOTOR,C75-12J,1,75,0
17114,CONT MOTOR,C75-12B,1,75,0
17115,CONT MOTOR,C75-12BF,1,75,0
17116,CONT MOTOR,C75-12BFH,1,75,0
17117,CONT MOTOR,C75-15,1,75,0
17118,CONT MOTOR,C75-15F,1,75,0
17119,CONT MOTOR,C85-8,1,85,0
17120,CONT MOTOR,C85-8F,1,85,0
17121,CONT MOTOR,C85-8FHJ,1,85,0
17122,CONT MOTOR,C85-8FJ,1,85,0
17123,CONT MOTOR,C85-8J,1,85,0
17124,CONT MOTOR,C85-12,1,85,0
17125,CONT MOTOR,C85-12F,1,85,0
17126,CONT MOTOR,C85-12FH,1,85,0
17127,CONT MOTOR,C85-12FHJ,1,85,0
17128,CONT MOTOR,C85-12FJ,1,85,0
17129,CONT MOTOR,C85-12J,1,85,0
17130,CONT MOTOR,C85-14F,1,85,0
17131,CONT MOTOR,C85-15,1,85,0
17132,CONT MOTOR,C85-15F,1,85,0
17133,CONT MOTOR,A-50-4J,1,50,0
17134,CONT MOTOR,A-50-5J,1,50,0
17135,CONT MOTOR,A-50-6J,1,50,0
17136,CONT MOTOR,A-50-7J,1,50,0
17137,CONT MOTOR,A-50-8J,1,50,0
17138,CONT MOTOR,A-50-9J,1,50,0
17139,CONT MOTOR,A75-6J,1,75,0
17140,CONT MOTOR,A75-8F,1,75,0
17141,CONT MOTOR,A75-8J,1,75,0
17142,CONT MOTOR,A75-8FJ,1,75,0
17143,CONT MOTOR,A75-9J,1,75,0
17144,CONT MOTOR,IO-360-A,1,210,0
17145,CONT MOTOR,IO-360-AB,1,210,0
17146,CONT MOTOR,IO-360-B,1,180,0
17147,CONT MOTOR,IO-360-C,1,210,0
17148,CONT MOTOR,IO-360-CB,1,210,0
17149,CONT MOTOR,IO-360-D,1,210,0
17150,CONT MOTOR,IO-360-DB,1,210,0
17151,CONT MOTOR,IO-360-E,1,210,0
17152,CONT MOTOR,IO-360-G,1,210,0
17153,CONT MOTOR,IO-360-GB,1,210,0
17154,CONT MOTOR,IO-360-H,1,210,0
17155,CONT MOTOR,IO-360-HB,1,210,0
17156,CONT MOTOR,IO-360-J,1,210,0
17157,CONT MOTOR,IO-360-JB,1,210,0
17158,CONT MOTOR,IO-360-K,1,195,0
17159,CONT MOTOR,IO-360-KB,1,195,0
17160,CONT MOTOR,IO-360-ES,1,210,0
17161,CONT MOTOR,E225-2,1,225,0
17162,CONT MOTOR,E225-4,1,225,0
17163,CONT MOTOR,E225-8,1,225,0
17164,CONT MOTOR,E225-9,1,225,0
17165,CONT MOTOR,TP500E,2,425,0
17166,CONT MOTOR,IO-240-A,1,125,0
17167,CONT MOTOR,FSO-470-A,1,260,0
17168,CONT MOTOR,IOF-240-B,1,125,0
17169,CONT MOTOR,O-470-2,1,265,0
17170,CONT MOTOR,C145-2,1,145,0
17171,CONT MOTOR,C145-2H,1,145,0
17172,CONT MOTOR,C145-2HP,1,145,0
17173,CONT MOTOR,0-300-A,1,145,0
17174,CONT MOTOR,0-300-B,1,145,0
17175,CONT MOTOR,0-300-C,1,145,0
17176,CONT MOTOR,0-300-D,1,145,0
17177,CONT MOTOR,IO-240-B,1,125,0
17178,CONT MOTOR,0-300-E,1,145,0
17179,CONT MOTOR,FSO-526-A,1,270,0
17180,CONT MOTOR,FSO-526-C,1,270,0
17181,CONT MOTOR,C90-8F,1,95,0
17182,CONT MOTOR,C90-8FJ,1,95,0
17183,CONT MOTOR,C90-12F,1,95,0
17184,CONT MOTOR,C90-12FH,1,95,0
17185,CONT MOTOR,C90-12FJ,1,95,0
17186,CONT MOTOR,C90-12FP,1,95,0
17187,CONT MOTOR,C90-14F,1,95,0
17188,CONT MOTOR,C90-14FH,1,95,0
17189,CONT MOTOR,C90-14FJ,1,95,0
17190,CONT MOTOR,C90-16F,1,95,0
17191,CONT MOTOR,0-200-A,1,100,0
17192,CONT MOTOR,O-200-B,1,100,0
17193,CONT MOTOR,0-200-C,1,100,0
17194,CONT MOTOR,TSIO-470-C,1,260,0
17195,CONT MOTOR,TSIO-470-D,1,260,0
17196,CONT MOTOR,IO-346-A,1,165,0
17197,CONT MOTOR,IO-346-B,1,165,0
17198,CONT MOTOR,GO-300-A,1,175,0
17199,CONT MOTOR,GO-300-B,1,175,0
17200,CONT MOTOR,GO-300-C,1,175,0
17201,CONT MOTOR,GO-300-F,1,175,0
17202,CONT MOTOR,GO-300-D,1,175,0
17203,CONT MOTOR,GO-300-E,1,175,0
17204,CONT MOTOR,GSO-526-A,1,340,0
17205,CONT MOTOR,TSIOL-550-A,1,350,0
17206,CONT MOTOR,TSIOL-550-B,1,325,0
17207,CONT MOTOR,IO-550-A,1,300,0
17208,CONT MOTOR,IO-550-B,1,300,0
17209,CONT MOTOR,IO-550-C,1,300,0
17210,CONT MOTOR,IO-550-D,1,300,0
17211,CONT MOTOR,IO-550-F,1,300,0
17212,CONT MOTOR,IO-550-L,1,300,0
17213,CONT MOTOR,IO-550-G,1,280,0
17214,CONT MOTOR,IO-550-E,1,300,0
17215,CONT MOTOR,IO-550-N,1,310,0
17216,CONT MOTOR,IO-550-P,1,310,0
17217,CONT MOTOR,IO-550-R,1,310,0
17218,CONT MOTOR,IOF-550-B,1,300,0
17219,CONT MOTOR,IOF-550-C,1,300,0
17220,CONT MOTOR,IOF-550-D,1,300,0
17221,CONT MOTOR,IOF-550-F,1,300,0
17222,CONT MOTOR,IOF-550-L,1,300,0
17223,CONT MOTOR,IOF-550-E,1,300,0
17224,CONT MOTOR,IOF-550-N,1,310,0
17225,CONT MOTOR,IOF-550-P,1,310,0
17226,CONT MOTOR,IOF-550-R,1,310,0
17227,CONT MOTOR,IO-520-A,1,285,0
17228,CONT MOTOR,IO-520-J,1,285,0
17229,CONT MOTOR,IO-520-B,1,285,0
17230,CONT MOTOR,IO-520-BA,1,285,0
17231,CONT MOTOR,IO-520-BB,1,285,0
17232,CONT MOTOR,IO-520-C,1,285,0
17233,CONT MOTOR,IO-520-M,1,285,0
17234,CONT MOTOR,IO-520-CB,1,285,0
17235,CONT MOTOR,IO-520-MB,1,285,0
17236,CONT MOTOR,IO-520-D,1,300,0
17237,CONT MOTOR,IO-520-F,1,300,0
17238,CONT MOTOR,IO-520-K,1,300,0
17239,CONT MOTOR,IO-520-L,1,300,0
17240,CONT MOTOR,IO-520-E,1,300,0
17241,CONT MOTOR,IO-520-N,1,300,0
17242,CONT MOTOR,IO-520-NB,1,300,0
17243,CONT MOTOR,L/IO-520-P,1,250,0
17244,CONT MOTOR,TSIO-550-A,1,360,0
17245,CONT MOTOR,TSIO-550-B,1,350,0
17246,CONT MOTOR,TSIO-550-C,1,310,0
17247,CONT MOTOR,TSIO-550-E,1,350,0
17248,CONT MOTOR,TSIO-520-A,1,285,0
17249,CONT MOTOR,TSIO-520-B,1,285,0
17250,CONT MOTOR,TSIO-520-BB,1,285,0
17251,CONT MOTOR,TSIO-520-C,1,285,0
17252,CONT MOTOR,TSIO-520-H,1,285,0
17253,CONT MOTOR,TSIO-520-D,1,285,0
17254,CONT MOTOR,TSIO-520-DB,1,285,0
17255,CONT MOTOR,TSIO-520-E,1,300,0
17256,CONT MOTOR,TSIO-520-EB,1,300,0
17257,CONT MOTOR,TSIO-520-G,1,300,0
17258,CONT MOTOR,TSIO-520-J,1,310,0
17259,CONT MOTOR,TSIO-520-JB,1,310,0
17260,CONT MOTOR,TSIO-520-K,1,285,0
17261,CONT MOTOR,TSIO-520-KB,1,285,0
17262,CONT MOTOR,TSIO-520-L,1,310,0
17263,CONT MOTOR,TSIO-520-LB,1,310,0
17264,CONT MOTOR,TSIO-520-N,1,310,0
17265,CONT MOTOR,TSIO-520-NB,2,310,0
17266,CONT MOTOR,TSIO-520-M,1,310,0
17267,CONT MOTOR,TSIO-520-R,1,310,0
17268,CONT MOTOR,TSIO-520-P,1,310,0
17269,CONT MOTOR,TSIO-520-T,1,310,0
17270,CONT MOTOR,TSIO-520-U,1,300,0
17271,CONT MOTOR,TSIO-520-UB,2,300,0
17272,CONT MOTOR,TSIO-520-VB,1,325,0
17273,CONT MOTOR,TSIO-520-WB,1,325,0
17274,CONT MOTOR,TSIO-520-AE,1,250,0
17275,CONT MOTOR,LTSIO-520-AE,1,250,0
17276,CONT MOTOR,TSIO-520-AF,1,310,0
17277,CONT MOTOR,TSIO-520-BE,2,310,0
17278,CONT MOTOR,TSIO-520-CE,1,325,0
17279,CONT MOTOR,TSIO-360-A,1,210,0
17280,CONT MOTOR,TSIO-360-AB,1,210,0
17281,CONT MOTOR,TSIO-360-B,1,210,0
17282,CONT MOTOR,TSIO-360-BB,1,210,0
17283,CONT MOTOR,TSIO-360-C,1,225,0
17284,CONT MOTOR,TSIO-360-CB,1,225,0
17285,CONT MOTOR,TSIO-360-D,1,225,0
17286,CONT MOTOR,TSIO-360-DB,1,225,0
17287,CONT MOTOR,TSIO-360-E,1,200,0
17288,CONT MOTOR,TSIO-360-EB,1,200,0
17289,CONT MOTOR,LTSIO-360-E,1,200,0
17290,CONT MOTOR,LTSIO-360-EB,1,200,0
17291,CONT MOTOR,TSIO-360-F,1,200,0
17292,CONT MOTOR,TSIO-360-FB,1,200,0
17293,CONT MOTOR,TSIO-360-GB,1,210,0
17294,CONT MOTOR,TSIO-360-H,1,210,0
17295,CONT MOTOR,TSIO-360-HB,1,210,0
17296,CONT MOTOR,TSIO-360-JB,1,225,0
17297,CONT MOTOR,TSIO-360-KB,1,220,0
17298,CONT MOTOR,LTSIO-360-KB,1,220,0
17299,CONT MOTOR,TSIO-360-LB,1,210,0
17300,CONT MOTOR,TSIO-360-MB,1,210,0
17301,CONT MOTOR,TSIO-360-NB,1,210,0
17302,CONT MOTOR,TSIO-360-PB,1,200,0
17303,CONT MOTOR,TSIO-360-RB,1,220,0
17304,CONT MOTOR,LTSIO-360-RB,1,220,0
17305,CONT MOTOR,TSIO-360-SB,1,220,0
17306,CONT MOTOR,E165-2,1,165,0
17307,CONT MOTOR,E165-3,1,165,0
17308,CONT MOTOR,E165-4,1,165,0
17309,CONT MOTOR,E185-1,1,205,0
17310,CONT MOTOR,E185-8,1,205,0
17311,CONT MOTOR,E-185-11,1,205,0
17312,CONT MOTOR,E185-2,1,185,0
17313,CONT MOTOR,E185-3,1,205,0
17314,CONT MOTOR,E185-9,1,205,0
17315,CONT MOTOR,E185-10,1,205,0
17316,CONT MOTOR,E185-5,1,185,0
17317,CONT MOTOR,W670-6A,1,220,0
17318,CONT MOTOR,W670-6N,1,220,0
17319,CONT MOTOR,W670-16,1,220,0
17320,CONT MOTOR,W670-K,1,225,0
17321,CONT MOTOR,W670-M,1,240,0
17322,CONT MOTOR,W670-23,1,240,0
17323,CONT MOTOR,W670-24,1,220,0
17324,CONT MOTOR,A-65 SER,1,65,0
17325,CONT MOTOR,A-65-3,1,65,0
17326,CONT MOTOR,A-65-6,1,65,0
17327,CONT MOTOR,A-65-6J,1,65,0
17328,CONT MOTOR,A-65-7,1,65,0
17329,CONT MOTOR,A-65-8,1,65,0
17330,CONT MOTOR,A-65-8F,1,65,0
17331,CONT MOTOR,A-65-8FJ,1,75,0
17332,CONT MOTOR,A-65-8J,1,65,0
17333,CONT MOTOR,A-65-9,1,65,0
17334,CONT MOTOR,A-65-9F,1,65,0
17335,CONT MOTOR,A-65-9FJ,1,65,0
17336,CONT MOTOR,A-65-9J,1,65,0
17337,CONT MOTOR,A-65-12,1,65,0
17338,CONT MOTOR,A-65-12F,1,65,0
17339,CONT MOTOR,A-65-12FJ,1,65,0
17340,CONT MOTOR,A-65-12J,1,65,0
17341,CONT MOTOR,A-65-14,1,75,0
17342,CONT MOTOR,A-65-14F,1,75,0
17343,CONT MOTOR,A-65-14FJ,1,75,0
17344,CONT MOTOR,A-65-14J,1,75,0
17345,CONT MOTOR,IO-470-D,1,260,0
17346,CONT MOTOR,IO-470-E,1,260,0
17347,CONT MOTOR,IO-470-F,1,260,0
17348,CONT MOTOR,IO-470-L,1,260,0
17349,CONT MOTOR,IO-470-LO,1,260,0
17350,CONT MOTOR,IO-470-M,1,260,0
17351,CONT MOTOR,IO-470-S,1,260,0
17352,CONT MOTOR,IO-470-U,1,260,0
17353,CONT MOTOR,IO-470-V,1,260,0
17354,CONT MOTOR,IO-470-VO,1,260,0
17355,CONT MOTOR,IO-470-G,1,250,0
17356,CONT MOTOR,IO-470-R,1,250,0
17357,CONT MOTOR,IO-470-H,1,260,0
17358,CONT MOTOR,IO-470-N,1,260,0
17359,CONT MOTOR,IO-470-J,1,225,0
17360,CONT MOTOR,IO-470-K,1,225,0
17361,CONT MOTOR,IO-470-P,1,250,0
17362,CONT MOTOR,IO-470-T,1,250,0
17363,CONT MOTOR,L/IO-470-A,1,250,0
17364,CONT MOTOR,0-470-11,1,213,0
17365,CONT MOTOR,0-470-11B,1,213,0
17366,CONT MOTOR,0-470-13,1,225,0
17367,CONT MOTOR,0-470-13A,1,225,0
17368,CONT MOTOR,0-470-4,1,225,0
17369,CONT MOTOR,0-470-15,1,213,0
17370,CONT MOTOR,O-470-A,1,225,0
17371,CONT MOTOR,O-470-E,1,225,0
17372,CONT MOTOR,O-470-J,1,225,0
17373,CONT MOTOR,O-470-K,1,230,0
17374,CONT MOTOR,O-470-L,1,230,0
17375,CONT MOTOR,O-470-S,1,230,0
17376,CONT MOTOR,O-470-B,1,240,0
17377,CONT MOTOR,O-470-M,1,240,0
17378,CONT MOTOR,O-470-N,1,240,0
17379,CONT MOTOR,O-470-H,1,240,0
17380,CONT MOTOR,O-470-G,1,240,0
17381,CONT MOTOR,O-470-P,1,240,0
17382,CONT MOTOR,IO-470-A,1,240,0
17383,CONT MOTOR,IO-470-C,1,250,0
17384,CONT MOTOR,O-470-T,1,230,0
17385,CONT MOTOR,O-470-U,1,230,0
17386,CONT MOTOR,A-70,1,165,0
17387,CONT MOTOR,A-70-2,1,165,0
17388,CONT MOTOR,A40-4,1,40,0
17389,CONT MOTOR,A-40,1,37,0
17390,CONT MOTOR,A-40-2,1,37,0
17391,CONT MOTOR,A-40-3,1,37,0
17392,CONT MOTOR,R-670,1,210,0
17393,CONT MOTOR,R-670-A,1,210,0
17394,CONT MOTOR,R-670-C,1,210,0
17395,CONT MOTOR,R-670-B,1,225,0
17396,CONT MOTOR,W-670M-1,1,250,0
17397,CONT MOTOR,W-670K-1,1,230,0
17398,CONT MOTOR,A-40-5,1,40,0
17399,CONT MOTOR,A-80-8,1,80,0
17400,CONT MOTOR,A-80-9,1,80,0
17401,CONT MOTOR,TSIO-550-G,1,280,0
17402,CONT MOTOR,O-200,8,100,0
17403,CONT MOTOR,TSIOF-550-H,1,300,0
17404,CONT MOTOR,O-200A,8,100,0
17405,CONT MOTOR,O-470-13A,1,225,0
17406,CONT MOTOR,A-75,1,75,0
17407,CONT MOTOR,200,8,100,0
17408,CONT MOTOR,IO550C1F,1,300,0
17409,CONT MOTOR,O-200-D,8,100,0
17410,CONT MOTOR,TSIO-550-K,1,315,0
17411,CONT MOTOR,E-TSIOF-550-P,1,350,0
17412,CONT MOTOR,IO-520-L8B,8,300,0
17413,CONT MOTOR,TSIOL-550-C,1,310,0
17415,CONT MOTOR,TSIOF550-D,1,350,0
17416,CONT MOTOR,CENTURION 3.0,2,300,0
17418,CONT MOTOR,O-520-F,1,320,0
17419,CONT MOTOR,O-520-U/TS,1,310,0
17420,CONT MOTOR,OX370 SERIES,1,205,0
17425,CONT MOTOR,TSIO-550-N,1,310,0
17489,CONT MOTOR,OX-340 SERIES,8,180,0
17490,CONT MOTOR,IOX340 SERIES,1,180,0
17491,CONT MOTOR,IO-370-DA3A,1,180,0
17492,CONT MOTOR,CD 100 SER,8,170,0
17493,CONT,CD-170,8,170,0
17495,CONT MOTOR,IO-370-C1F,8,190,0
17501,CONT,IOX370 SERIES,8,205,0
17505,CONT,XIO-370 SERIE,1,180,0
17510,CONT MOTOR,O-170,1,65,0
17511,CONT,TITAN X-370,1,195,0
17512,CONT,TITAN X340,1,180,0
18001,CORVAIR,GO-140,1,145,0
18002,CORVAIR,164,1,95,0
18003,CORVAIR,110HP,1,110,0
18004,CORVAIR,100HP,1,100,0
18005,CORVAIR,2700,1,110,0
18006,CORVAIR,120,1,120,0
18007,CORVAIR,2.7,1,95,0
18008,CORVAIR,3000 SERIES,8,120,0
18009,CORVAIR,WW3.3,1,125,0
18010,CORVAIR,2850,1,112,0
18050,CUBCRAFTER,CC340,8,180,0
18055,CUBCRAFTER,CC363I,8,186,0
18100,CURTISS,OX-5,1,90,0
18101,CURTISS,OXX-6,1,102,0
18199,WILLIS-MOR,OX-5,1,90,0
19049,CUYUNA,430R,1,40,0
19050,CUYUNA,ALL MDLS A/B,1,0,0
19151,CUYUNA,UL11-02,7,35,0
19901,DERWENT,MK-9,4,750,0
20001,DEHAV ENG,GOBLIN MK 2&3,4,500,0
20002,DEHAV ENG,GIPSY QUEEN,1,185,0
20003,DEHAV ENG,GIPSY GRP 3,1,105,0
20004,DEHAV ENG,GIPSY MAJOR,1,140,0
20005,DEHAV ENG,GQ 30 MK2,1,250,0
20006,DEHAV ENG,GQ 70-4,1,340,0
20007,DEHAV ENG,GQ 70MK2,1,380,0
20008,DEHAV ENG,GQ 70MK3,1,400,0
20009,DEHAV ENG,GOBLIN MK 35,4,0,3100
20500,DESERT ACF,DA-150,8,16,0
20501,DESERT ACF,DA-50-R,7,5,0
20502,DESERT ACF,DA-70,7,5,0
20503,DESERT ACF,DA-215,7,20,0
21000,DELTA HAWK,DW180VA,8,180,0
